바가, 76, 140
라가, 75, 174
하카, 55, 153
자라, 67, 166
마다, 67, 188
마아, 98, 157
카사, 77, 196
가나, 88, 172
가카, 58, 166
차나, 64, 154
자카, 97, 170
하타, 57, 168
가카, 97, 176
자나, 68, 190
아다, 86, 160
라바, 97, 168
타파, 87, 174
라하, 44, 148
나아, 42, 157
바카, 73, 160
마파, 56, 191
다라, 50, 154
나자, 93, 183
차가, 63, 158
바사, 43, 166
나카, 47, 172
다자, 72, 199
카파, 91, 145
자나, 99, 183
하차, 71, 190
자바, 86, 188
파하, 92, 155
다파, 89, 171
아차, 58, 174
카파, 70, 171
가라, 41, 177
마다, 56, 160
다다, 98, 163
마라, 65, 177
하다, 48, 179
나바, 96, 195
파바, 77, 194
다마, 53, 176
타아, 64, 156
하라, 96, 179
타카, 60, 183
사자, 50, 179
하나, 93, 140
자카, 92, 194
타자, 98, 186
자마, 67, 198
다라, 99, 168
바하, 90, 151
아카, 99, 194
카타, 83, 147
나파, 70, 173
카자, 76, 196
카가, 66, 194
사나, 68, 187
하아, 88, 195
마나, 63, 143
마마, 88, 159
카아, 85, 162
차라, 68, 166
타차, 51, 173
차파, 76, 199
자아, 94, 145
파카, 75, 167
라자, 93, 141
차하, 55, 187
아아, 50, 195
자카, 43, 147
마차, 61, 161
카다, 42, 190
차파, 46, 176
나차, 54, 179
파아, 40, 194
사차, 55, 163
가가, 69, 161
나가, 59, 196
타나, 65, 141
다차, 82, 175
타파, 80, 188
다사, 59, 198
아바, 96, 181
자파, 46, 171
바사, 74, 187
마파, 71, 158
사바, 54, 190
타아, 94, 141
하아, 57, 149
파가, 65, 166
마아, 93, 146
아카, 71, 192
타바, 79, 152
카바, 75, 181
자다, 91, 159
나타, 47, 146
나바, 50, 145
아차, 93, 164
바파, 49, 193
마마, 45, 197
차차, 78, 167
나아, 86, 159
가파, 80, 156
카자, 96, 143
다파, 50, 154
타카, 54, 180
가자, 63, 177
타나, 90, 184
다바, 98, 143
하타, 76, 149
카차, 48, 190
하차, 55, 142
나하, 92, 149
차가, 65, 170
카타, 93, 151
타카, 71, 148
나하, 77, 148
파하, 47, 157
바파, 48, 170
차차, 70, 196
사나, 78, 165
파하, 90, 188
타사, 55, 168
다나, 40, 178
라차, 67, 154
다아, 46, 194
하타, 79, 145
라라, 65, 152
하아, 63, 152
카아, 96, 185
파차, 54, 175
사바, 76, 151
라다, 94, 176
바다, 80, 195
파카, 58, 189
사다, 94, 159
하나, 89, 190
하카, 44, 177
차파, 42, 142
라타, 83, 164
파마, 86, 166
하마, 51, 188
자아, 84, 149
나마, 78, 141
가하, 95, 169
나라, 62, 194
파바, 70, 188
자차, 98, 152
차나, 95, 167
나다, 91, 152
라아, 73, 146
라가, 40, 147
다타, 93, 189
하타, 41, 182
마아, 83, 172
나바, 64, 167
라파, 66, 167
나다, 56, 172
라마, 82, 184
나하, 61, 143
자나, 61, 177
파바, 42, 160
아사, 82, 196
나카, 45, 197
바파, 62, 171
가하, 53, 147
자하, 85, 185
라파, 84, 159
라다, 53, 179
파자, 83, 179
파자, 70, 189
자가, 79, 172
자바, 44, 195
사마, 77, 189
파카, 98, 167
하파, 74, 194
사가, 56, 177
사라, 56, 145
사라, 61, 174
마카, 95, 173
바가, 54, 147
자가, 62, 187
카아, 70, 177
마파, 73, 145
바다, 66, 149
다사, 55, 143
바다, 59, 168
자자, 62, 163
라나, 60, 179
타마, 83, 145
마자, 63, 146
가자, 88, 149
라타, 70, 157
차나, 62, 190
타파, 50, 152
자사, 60, 182
나사, 68, 145
파마, 77, 147
카가, 66, 185
아하, 59, 198
아차, 95, 158
차타, 86, 172
타마, 83, 149
타다, 68, 160
나자, 93, 192
하자, 63, 168
마아, 71, 199
마바, 48, 155
나다, 67, 173
차마, 64, 158
파라, 78, 197
하다, 83, 155
나아, 51, 193
라바, 73, 146
라바, 84, 166
카자, 56, 193
사가, 52, 182
라가, 79, 193
라아, 53, 180
라나, 42, 190
카차, 89, 180
아자, 62, 183
다파, 60, 177
가가, 40, 181
자라, 50, 153
파차, 69, 173
하다, 78, 154
사파, 83, 183
타카, 83, 157
자라, 90, 184
자자, 96, 187
하타, 81, 152
아가, 60, 160
가다, 47, 152
가차, 83, 196
바아, 91, 186
카마, 90, 147
차차, 72, 183
다마, 92, 185
바다, 74, 176
마마, 97, 180
다아, 63, 178
자마, 80, 188
바파, 76, 152
바파, 70, 180
나파, 62, 173
바나, 72, 164
가아, 91, 157
카나, 82, 141
하바, 71, 199
하다, 65, 153
카사, 61, 181
파나, 87, 186
바아, 59, 183
차파, 73, 166
사하, 43, 190
타하, 89, 170
자다, 60, 162
차아, 96, 151
바차, 78, 173
타바, 40, 178
차라, 42, 180
마차, 82, 196
마카, 89, 188
아타, 90, 144
차차, 75, 175
하아, 64, 147
카타, 59, 152
아바, 75, 167
카자, 98, 169
아가, 67, 180
나나, 76, 170
나카, 71, 158
가카, 80, 149
사하, 66, 196
다타, 82, 171
사하, 88, 149
사카, 83, 196
자가, 85, 194
가타, 63, 158
가타, 51, 169
나카, 71, 161
마자, 40, 151
바가, 65, 168
가아, 78, 142
다가, 99, 152
카카, 76, 148
사가, 62, 168
자바, 96, 158
타바, 58, 140
카자, 50, 163
타가, 64, 167
하하, 95, 177
사가, 64, 154
사타, 60, 168
다사, 91, 160
차라, 70, 162
아자, 72, 190
마나, 41, 192
마사, 96, 198
카사, 87, 183
마타, 54, 181
하자, 60, 148
바마, 56, 182
나바, 52, 176
라카, 92, 198
다사, 61, 161
사차, 84, 176
라카, 82, 156
파자, 93, 162
차타, 44, 158
카바, 47, 140
마바, 58, 197
다바, 84, 161
바나, 78, 178
파아, 61, 194
사사, 43, 177
하가, 64, 189
마자, 77, 180
아바, 93, 180
하가, 82, 191
파차, 64, 172
사사, 45, 164
하타, 40, 199
자나, 66, 149
가차, 57, 147
자파, 78, 188
자다, 78, 140
마라, 52, 142
차가, 40, 191
사다, 62, 174
타아, 93, 195
라하, 60, 150
파바, 53, 144
마바, 93, 171
차다, 68, 145
다다, 53, 180
타하, 92, 191
바파, 55, 189
가타, 48, 166
사가, 64, 147
가하, 78, 190
마아, 47, 149
라가, 75, 142
파라, 40, 144
카마, 65, 158
카차, 66, 190
타다, 87, 140
차아, 88, 164
자가, 98, 186
다바, 71, 198
나라, 53, 147
아차, 82, 142
카바, 81, 183
바마, 78, 150
라하, 68, 143
하다, 91, 144
자하, 51, 146
파아, 45, 172
타마, 65, 181
나하, 60, 178
차파, 62, 143
마카, 81, 151
차라, 52, 172
하사, 90, 182
나가, 80, 184
라파, 61, 160
다카, 98, 159
나바, 77, 192
라파, 58, 182
나하, 60, 199
나나, 51, 165
하자, 53, 157
아차, 91, 192
나아, 42, 174
바바, 89, 196
파가, 59, 161
가바, 62, 173
아자, 92, 148
나아, 88, 156
차사, 42, 164
나카, 49, 153
아차, 97, 144
아카, 62, 178
다라, 58, 174
카마, 97, 153
라파, 78, 152
가다, 71, 199
카나, 67, 155
마아, 93, 140
타차, 88, 148
자마, 73, 168
마나, 83, 184
다아, 77, 181
사하, 42, 151
라라, 83, 140
바아, 90, 153
다라, 61, 171
가자, 55, 178
나가, 74, 155
타나, 61, 141
바아, 67, 178
파나, 58, 198
사파, 42, 191
라아, 74, 157
가카, 61, 183
파카, 53, 184
사파, 56, 180
라나, 61, 173
차사, 58, 197
아사, 80, 141
가바, 52, 164
사타, 78, 197
자라, 99, 176
아다, 91, 163
카나, 77, 155
차다, 97, 190
다파, 77, 141
자아, 94, 175
마바, 75, 168
다가, 62, 181
차아, 51, 153
차마, 55, 183
라나, 95, 157
라가, 64, 167
타아, 84, 180
사다, 68, 142
나사, 69, 168
라가, 65, 167
파차, 78, 185
파나, 96, 179
마가, 50, 191
카나, 59, 184
자나, 49, 179
하하, 92, 192
바아, 73, 145
나아, 71, 164
타파, 62, 160
바가, 51, 168
나타, 76, 198
사마, 94, 184
다차, 55, 145
사하, 43, 143
가하, 66, 179
타마, 82, 191
자타, 70, 196
라바, 89, 145
나차, 48, 162
마바, 41, 174
카가, 87, 151
마다, 63, 159
나라, 96, 195
마사, 89, 165
파아, 72, 173
나라, 41, 193
나라, 96, 144
가타, 95, 159
가타, 55, 190
바마, 52, 156
바라, 56, 190
타다, 66, 193
카사, 89, 166
타가, 47, 145
파카, 96, 151
다타, 57, 146
마바, 59, 146
다가, 97, 185
바카, 83, 158
바나, 96, 175
나차, 66, 191
나파, 46, 191
자하, 70, 180
아마, 64, 149
아하, 68, 153
파사, 68, 170
카파, 89, 185
카사, 96, 140
라가, 85, 145
라파, 55, 190
타바, 89, 159
카가, 52, 189
가자, 46, 191
마아, 95, 168
바자, 65, 185
사마, 85, 196
파마, 67, 185
나카, 50, 167
아자, 96, 177
하가, 53, 169
타바, 56, 182
라파, 45, 165
다사, 84, 185
바타, 98, 158
아바, 84, 164
나나, 88, 186
파카, 59, 144
라아, 90, 199
라아, 81, 173
다가, 84, 163
하카, 91, 183
가타, 85, 194
바라, 53, 164
차나, 64, 153
가라, 63, 155
카자, 84, 141
자자, 63, 141
라카, 63, 170
마라, 53, 171
사자, 91, 145
차다, 94, 183
파하, 62, 143
파가, 88, 192
타파, 43, 157
나자, 41, 181
바아, 71, 177
파가, 80, 149
차카, 81, 199
라나, 68, 159
타아, 97, 174
가자, 55, 141
다마, 55, 190
파가, 45, 177
바마, 88, 196
사하, 72, 142
가사, 94, 150
자자, 91, 158
사마, 60, 156
사다, 45, 179
타다, 77, 143
사바, 58, 143
라마, 49, 156
나카, 74, 165
가다, 68, 176
차타, 68, 170
하차, 70, 179
파가, 50, 186
가사, 42, 196
다바, 83, 189
자아, 85, 159
하가, 71, 178
가다, 44, 148
바바, 85, 184
가나, 77, 177
바차, 54, 182
파자, 93, 184
라다, 53, 162
아마, 89, 183
가사, 62, 162
아나, 87, 192
라아, 74, 175
하차, 57, 191
다자, 62, 181
가바, 99, 172
타바, 77, 176
하다, 41, 177
바바, 85, 182
자타, 44, 198
가바, 85, 189
카나, 99, 188
아마, 45, 159
카사, 94, 157
카다, 40, 191
카하, 65, 180
차카, 81, 156
바차, 96, 170
라마, 54, 161
바라, 52, 173
카차, 74, 149
카차, 69, 145
차차, 55, 176
하파, 78, 163
사다, 74, 166
차하, 48, 148
사마, 89, 191
나자, 89, 162
파파, 85, 188
카다, 59, 168
마라, 51, 187
나차, 87, 157
자파, 62, 189
자타, 90, 199
마차, 90, 196
나사, 71, 193
카사, 91, 144
나라, 92, 153
카파, 91, 166
아다, 55, 168
카자, 88, 149
하카, 93, 186
하하, 60, 175
다자, 47, 175
라사, 75, 156
카차, 81, 188
라가, 65, 153
마마, 50, 190
파라, 51, 182
사나, 93, 165
아라, 82, 160
자나, 40, 168
타아, 84, 140
하마, 80, 170
카카, 99, 180
바차, 90, 169
바사, 43, 145
하나, 97, 184
가파, 67, 170
차하, 79, 140
나사, 90, 170
나파, 93, 144
마나, 78, 151
자카, 55, 197
카마, 40, 187
하아, 52, 147
자가, 46, 180
바바, 85, 197
타차, 90, 153
타사, 77, 145
사라, 68, 185
타차, 68, 184
차가, 91, 183
차라, 42, 192
바마, 40, 178
가차, 81, 153
다카, 76, 191
자마, 57, 174
차차, 48, 150
아마, 75, 180
아아, 55, 166
사가, 71, 167
하카, 64, 180
차사, 54, 185
마자, 75, 195
라카, 85, 161
하라, 58, 171
아가, 92, 155
아차, 89, 151
하카, 73, 147
차다, 98, 186
자가, 77, 179
다타, 88, 187
가마, 87, 158
아차, 61, 152
하자, 82, 186
마자, 73, 149
다라, 68, 176
아자, 85, 151
파아, 49, 185
파사, 94, 173
바마, 46, 154
자타, 65, 190
바가, 82, 161
하가, 89, 158
마가, 49, 166
바카, 53, 162
차사, 76, 158
마카, 55, 167
카하, 63, 187
나차, 55, 160
차사, 75, 159
하파, 66, 160
가라, 91, 176
차차, 54, 150
다가, 63, 160
사카, 43, 189
라라, 75, 176
자마, 87, 172
다라, 86, 149
나나, 95, 189
라다, 59, 173
나나, 68, 144
카아, 95, 173
카아, 72, 156
차파, 91, 151
타사, 44, 175
하카, 54, 193
아가, 50, 164
파바, 94, 142
하다, 65, 189
가바, 77, 153
하가, 40, 189
라사, 99, 194
가파, 83, 152
파바, 86, 141
차바, 42, 196
카파, 69, 161
차나, 64, 158
파아, 83, 187
다바, 72, 174
아아, 63, 181
나마, 94, 183
마카, 70, 176
다나, 55, 174
바다, 71, 177
파마, 50, 154
아카, 51, 180
사타, 71, 169
아가, 59, 140
다차, 78, 169
타카, 56, 162
하자, 54, 183
아마, 69, 156
다나, 73, 144
마타, 57, 163
라마, 97, 198
차가, 55, 140
바사, 42, 157
다나, 48, 193
자자, 49, 179
자타, 51, 165
가카, 59, 167
파아, 40, 154
타다, 97, 190
사카, 72, 146
바가, 66, 175
바나, 58, 152
바바, 72, 163
가하, 96, 195
가카, 51, 199
카라, 49, 196
가라, 55, 198
아바, 95, 189
바가, 95, 145
라가, 85, 191
다바, 98, 192
나파, 59, 187
나마, 76, 165
라가, 49, 176
자마, 68, 173
라자, 93, 144
자라, 88, 145
차다, 58, 183
사타, 62, 148
가아, 86, 193
차다, 43, 160
바하, 76, 192
라사, 59, 160
차나, 96, 187
라타, 73, 176
카아, 47, 153
하마, 90, 195
마자, 96, 180
차가, 59, 187
가아, 95, 144
사하, 94, 159
사나, 98, 190
파파, 65, 160
라다, 70, 163
마자, 90, 175
타사, 49, 160
타자, 89, 149
아타, 72, 179
라아, 65, 162
파파, 71, 143
사아, 75, 145
아타, 81, 161
차사, 85, 174
바사, 79, 171
나차, 97, 157
마파, 74, 173
라자, 96, 146
자아, 87, 192
아나, 79, 189
타자, 96, 148
차하, 79, 151
나다, 64, 161
파파, 77, 143
사사, 75, 153
차가, 61, 193
하가, 40, 177
라차, 45, 147
차가, 73, 159
하자, 49, 156
라타, 66, 184
나나, 91, 185
바타, 75, 188
가파, 97, 164
마다, 49, 164
나파, 49, 151
차바, 48, 189
나마, 78, 173
타카, 46, 157
카다, 81, 181
자타, 89, 142
파파, 52, 168
마카, 62, 169
타마, 79, 184
카사, 46, 158
자나, 71, 156
마가, 84, 194
파카, 93, 163
바아, 88, 155
바하, 49, 161
아다, 45, 149
타자, 74, 178
하나, 67, 144
다나, 99, 159
다가, 52, 177
자차, 70, 178
파아, 88, 180
가나, 47, 165
타사, 88, 160
사파, 60, 198
파다, 89, 157
가다, 99, 183
나마, 79, 195
하타, 81, 158
하하, 67, 190
아카, 82, 177
다아, 73, 184
파카, 48, 160
라카, 62, 153
바파, 71, 147
카카, 43, 169
나바, 85, 164
가타, 62, 157
타파, 84, 153
카차, 66, 164
사마, 81, 177
파하, 43, 194
다아, 66, 149
파파, 69, 151
하하, 99, 150
카마, 42, 168
가사, 79, 172
사마, 94, 196
아자, 98, 157
차자, 42, 153
자아, 72, 164
아파, 54, 155
나바, 99, 184
파자, 94, 193
사파, 48, 153
다라, 93, 193
자하, 43, 176
차가, 44, 147
다바, 95, 159
가사, 46, 197
다나, 86, 146
차차, 90, 170
사타, 89, 188
자차, 84, 148
타마, 56, 154
아다, 64, 159
차카, 95, 140
가아, 96, 144
사라, 47, 189
타라, 92, 168
마바, 43, 144
자마, 52, 192
바자, 54, 198
차자, 69, 158
카파, 69, 185
파다, 81, 196
바자, 75, 172
